ip_hash,group,map_pref,map_pref_explain,first_map,bivariate_highVax_highCase_duration,bivariate_highVax_highCase_state,bivariate_highVax_highCase_difficulty,bivariate_highVax_highCase_difficulty_explain,univariate_highVax_highCase_duration,univariate_highVax_highCase_state,univariate_highVax_highCase_difficulty,univariate_highVax_highCase_difficulty_explain,bivariate_highVax_lowCase_duration,bivariate_highVax_lowCase_state,bivariate_highVax_lowCase_difficulty,bivariate_highVax_lowCase_difficulty_explain,univariate_highVax_highCase_GRADE,bivariate_lowVax_highCase_duration,bivariate_lowVax_highCase_state,bivariate_lowVax_highCase_difficulty,bivariate_lowVax_highCase_difficulty_explain,univariate_highVax_lowCase_duration,univariate_highVax_lowCase_state,univariate_highVax_lowCase_difficulty,univariate_highVax_lowCase_difficulty_explain,bivariate_lowVax_lowCase_duration,bivariate_lowVax_lowCase_state,bivariate_lowVax_lowCase_difficulty,bivariate_lowVax_lowCase_difficulty_explain,univariate_highVax_lowCase_GRADE,univariate_lowVax_highCase_duration,univariate_lowVax_highCase_state,univariate_lowVax_highCase_difficulty,univariate_lowVax_highCase_difficulty_explain,univariate_lowVax_highCase_GRADE,univariate_lowVax_lowCase_duration,univariate_lowVax_lowCase_state,univariate_lowVax_lowCase_difficulty,univariate_lowVax_lowCase_difficulty_explain,univariate_lowVax_lowCase_GRADE,bivariate_highVax_highCase_GRADE,bivariate_highVax_lowCase_GRADE,bivariate_lowVax_highCase_GRADE,bivariate_lowVax_lowCase_GRADE
1bd4d3ad3dc04fad3e87dca23b7a6f992a7570d9d739a98ef61c29af8a5a16f0,g,bivariate,it was easier to find the states asked for wit hall of the data on the same map,bivariate,,,,,,,,,,,,,,11.346,Nevada,3.0,sometomes the colors are hard to distinguish,13.975,Arizona,3.0,the maps were not overlaid like before,,,,,1.0,,,,,,,,,,,,,,
1bfa7105f241a79f217f791a1784c43d01edce679f0a319e870914418a0c3a32,g,bivariate,The graph indicates what the colors mean,bivariate,,,,,,,,,,,,,,12.171,Nebraska,2.0,"Per the chart, gray indicated that",25.458,Georgia,1.0,Georgia showed high participation and low viewing,,,,,0.0,,,,,,,,,,,,,,
2def4abfbb480593f9150506ed13322e473baae6277ff36529975ada2b7b6270,g,univariate,Two maps makes it clearer. I didn't notice the participation rate for NYS w/ the overlap from the single map.,bivariate,,,,,,,,,,,,,,39.078,Kansas,4.0,"the basketball watching/youth sports participation rate question (last question) was hardest. I think having some associated numbers or other comparative ability would make this easier. But generally, I think I selected a good choice among many.",21.039,New York,4.0,That was difficult b/c I thought I was supposed to select both but it was much better having 2 maps.,,,,,1.0,,,,,,,,,,,,,,
311776b1bac74f205ea8116ee7c5397437df160748f30b1d358c34621fdd2b60,g,univariate,more easiest to discover,bivariate,,,,,,,,,,,,,,6.062,Wyoming,1.0,easy,8.811,California,3.0,just okay,,,,,1.0,,,,,,,,,,,,,,
4a2434682144ec33b90ff13612ecef1c2fe04225cad9065654433e93f4359c8b,g,univariate,The information is clearer.,bivariate,,,,,,,,,,,,,,22.401,Wyoming,1.0,There was only one state that qualified.,9.529,Nebraska,1.0,The colors made it easy.,,,,,0.0,,,,,,,,,,,,,,
538cd2cd722b6038fd5b9293421b62867a30d7bb72bdc8034132aace4c067d55,g,univariate,two maps,bivariate,,,,,,,,,,,,,,5.613,Arizona,4.0,4,13.985,Nebraska,2.0,2,,,,,0.0,,,,,,,,,,,,,,
5de0739e7c19314a6d93cbfd907673b0977fe527f8ba58c1dbc8e1ab715621f8,g,univariate,Easier,bivariate,,,,,,,,,,,,,,45.328,Maine,1.0,Easy direction,42.887,New Hampshire,1.0,Easy,,,,,1.0,,,,,,,,,,,,,,
5f1afee8e1160c7f359eda45f60e067a22cf962ef9f38944f40fad8170ba5c6e,g,univariate,Both maps together was harder to see the differences,bivariate,,,,,,,,,,,,,,5.504,New York,3.0,"According to the key, the most was a dark color",17.473,Maine,3.0,You looked at the map of sports and then the map of basketball. You used the colors to guide you.,,,,,1.0,,,,,,,,,,,,,,
6cdfae2eae86512cf7470fa000be76856325f340cd889dabf7f59c1dbfd2c34f,g,univariate,It’s easier when there is one color,bivariate,,,,,,,,,,,,,,2.874,New Mexico,1.0,I just randomly clicked and hope that was right,1.241,Maine,1.0,I read it,,,,,1.0,,,,,,,,,,,,,,
6d5e5fb5800a6c223832daab0f50ad3f561eeb77f7e1baf59a35b18998fb665b,g,univariate,It's by far easier with 2 maps to understand the information on the legend and the colors to differentiate one from the other,bivariate,,,,,,,,,,,,,,12.96,Oregon,3.0,Slightly difficult because there were a few states with that dark burgundy color.,15.198,Georgia,2.0,This one was slightly easier than the previous one because there were 2 maps and it was easier to see the colors and choose the correct answer.,,,,,0.0,,,,,,,,,,,,,,
6f8c6b147ccfb28c188ef60d489f0118867afa41cc255903c7ef6d514c482401,g,univariate,pretty easy,bivariate,,,,,,,,,,,,,,14.319,Tennessee,1.0,5,3.96,Wyoming,1.0,5,,,,,0.0,,,,,,,,,,,,,,
6fc01e373bac6d1f664a59c14cc6001c62e8d6d9e7598e5547fd263de8868263,g,bivariate,The one map was my preference since both color schemes could be interpreted at the same time.,bivariate,,,,,,,,,,,,,,18.68,Oregon,5.0,I could not be sure of the accuracy; there were no numbers to correspond to and the area of the states made it difficult to answer since some states had similar coloring.,16.194,Georgia,3.0,"It was easy to interpret the colors, but not as easy to combine both maps and get the answer for the combination.",,,,,0.0,,,,,,,,,,,,,,
6fe46e874e376c43d2c4a3e264934e3a99e73ad90e0d3dd48c2db049456010e8,g,univariate,"Easier to see them separately, but the one map makes it easier to combine the two",bivariate,,,,,,,,,,,,,,56.153,West Virginia,3.0,I think I read it correctly but not positive,37.106,Georgia,2.0,Found a state that clearly met both,,,,,0.0,,,,,,,,,,,,,,
7eaf52f98246bd2f3218bec7ceb5acfd302f3992f7f98cb5d9055bddfcdda4ec,g,univariate,"The two maps help a person keep in mind ""highest"" and ""lowest.""",bivariate,,,,,,,,,,,,,,13.257,Nebraska,3.0,"The chart was very helpful, but one will have to study the chart a bit to get the correct answer.",3.4,Georgia,3.0,"One has to be careful to locate the shade of color that covers the most area. With a bit of time, a person will be able to find what they are seeking.",,,,,0.0,,,,,,,,,,,,,,
7f933ad61e4038985f4f927849e453b1980782dee77eee2e6e9689c59740c9d5,g,bivariate,It's easier not to have to compare two maps.,bivariate,,,,,,,,,,,,,,11.161,Virginia,1.0,I followed the directions and read the key.,14.036,New York,2.0,"Again I followed the directions, read the key, and compared the two maps.",,,,,1.0,,,,,,,,,,,,,,
834314f4c85332fcc5985675a70cef7f9042aaff9b44953b83dc890d9adb1ce3,g,univariate,the other one is confusig,bivariate,,,,,,,,,,,,,,5.867,Wyoming,5.0,i just guessed,5.366,Wyoming,5.0,i once aagaj guessed,,,,,0.0,,,,,,,,,,,,,,
8729ca4f54fa1779c9e3542cd165276ae8e8c4dc8b8fc43c34c26333da15aaf6,g,bivariate,its easier on the eyes,bivariate,,,,,,,,,,,,,,2.815,Tennessee,1.0,it was easy,15.07,New Hampshire,2.0,it was easy,,,,,1.0,,,,,,,,,,,,,,
8a01fae58e4e8abf9dcebc62100330c27f06ce7d66283ab94ad37e5b0e28976b,g,univariate,"With the two part questions, it was simpler to indicate which states applied most with two maps.",bivariate,,,,,,,,,,,,,,82.838,Wyoming,3.0,Clarity of question was lacking in the first question.,51.707,Wyoming,2.0,The correct answer could have been several different states.,,,,,0.0,,,,,,,,,,,,,,
9760011eef0fd135885d53cb62be151c33ccb63b9418fb1a6852b843bb4d6b0c,g,bivariate,Easier to compare variables on one map.,bivariate,,,,,,,,,,,,,,24.246,West Virginia,1.0,Easy to see intersection of the two variables.,58.85,New Jersey,2.0,Some difficulty with the two variables on separate maps,,,,,1.0,,,,,,,,,,,,,,
a234c1f1b637126bbd9659cf336eae17d0f2de482458b17843ccdafee21c9e2a,g,univariate,Easier to differentiate colors.,bivariate,,,,,,,,,,,,,,14.423,Georgia,3.0,Too many variables.,17.877,New Mexico,2.0,not too hard.,,,,,0.0,,,,,,,,,,,,,,
a899e7106a83e4c584adddf79a5b6037ab5a101dae84db74466e9676d927f565,g,univariate,The jumbling of colors on the second one was hard for my eyes,bivariate,,,,,,,,,,,,,,7.702,West Virginia,3.0,The colors are confusing,4.296,New York,4.0,The colors were different enough that it was obvious,,,,,1.0,,,,,,,,,,,,,,
a93adc65b7ad725e45c6f83bc76d8a29c751524132133245a695c1e1ad16000a,g,bivariate,you can see the two together,bivariate,,,,,,,,,,,,,,7.625,Wyoming,3.0,the colors blend,8.043,Nebraska,3.0,the colors are a bit confusing,,,,,0.0,,,,,,,,,,,,,,
b947af129a65fe4d9c734f787b49c9c4325b78d4865ca73ea79ac355fbf8a97c,g,bivariate,It is much easier to do one map instead of two.,bivariate,,,,,,,,,,,,,,4.363,Nebraska,2.0,It was fairly easy to do.,10.428,Wyoming,3.0,It made me stop and think.,,,,,0.0,,,,,,,,,,,,,,
b95c023345b93e29ab24e9fe5297284aed76c8000fc3c30c7f953d27e7a359a4,g,univariate,Easier on the eyes. with the two colors combined it seemed more tricky to read,bivariate,,,,,,,,,,,,,,39.868,Tennessee,3.0,Took me a moment to read the chart.,27.128,Wyoming,3.0,It was not too hard but need to compare maps,,,,,0.0,,,,,,,,,,,,,,
c8f30a5c7d939d75be250e4386df9bd9ffdccc536a9e5e27e3319382339df1ae,g,univariate,Because the maps are so compacted it's difficult to distinguish the different colors and amount of different colors with accuracy.,bivariate,,,,,,,,,,,,,,44.308,Nevada,3.0,this was a little more difficult as it took more time to find the two variables and I'm not quite sure it was accurate because it was hard to distinguish between colors as the map was very compact.,9.093,Maine,5.0,"I was only allowed to choose one variable from one map before the survey advanced to the next question, so my answer is incomplete.",,,,,1.0,,,,,,,,,,,,,,
c9a4f58210174e0c365404df75fbc789978481f626eea3c60ca90ce53b90d74c,g,bivariate,preferred option,bivariate,,,,,,,,,,,,,,4.578,Tennessee,1.0,easy to see,4.972,Nebraska,1.0,easy to see,,,,,0.0,,,,,,,,,,,,,,
cd22e0d2521da76050c56818a97739ec2a7bf8abbe382233d0ee58028f56cfcb,g,univariate,Easier to see,bivariate,,,,,,,,,,,,,,7.769,Tennessee,3.0,Had the most overall,7.87,Maine,4.0,Comparing,,,,,1.0,,,,,,,,,,,,,,
cfe8d4af9b70cdb8cb7c70047fd3b52fa919484db55e525a6e3b6c7c16a29834,g,univariate,it makes it easier to choose from,bivariate,,,,,,,,,,,,,,4.057,Wyoming,5.0,there were a lot of areas i could have choosen,4.105,New York,3.0,there were several different areas to choose from,,,,,1.0,,,,,,,,,,,,,,
d43d8c4c3b6e067f4dbd91610ac8aa14c24735670d45533eb2fe96006496f310,g,bivariate,easier to do,bivariate,,,,,,,,,,,,,,12.194,Nevada,3.0,easy,2.472,Wyoming,1.0,easy,,,,,0.0,,,,,,,,,,,,,,
dd2bdbca7ec54b9cdc55528a8d96ffa867b6f99a43f68bbb37ee2d4b1ef4a85a,g,univariate,i dont jbi,bivariate,,,,,,,,,,,,,,12.047,Washington,2.0,it just was,1.157,Nebraska,3.0,i dont jkbi,,,,,0.0,,,,,,,,,,,,,,
e0ee04d1c3d9935b2cff01bec1da22d71a899bad5f38afe4cd901ff92c6db898,g,univariate,easier to decipher the information not being all clustered on one,bivariate,,,,,,,,,,,,,,23.623,Oregon,3.0,it was a lot of color to decipher,18.847,Maine,5.0,didn't make sense until after I answered,,,,,1.0,,,,,,,,,,,,,,
eaa1253386363f8323595e0f2ed8ff7b7c0ed386f50ae327d5e10f4bc9de2df7,g,bivariate,easier to determine the answer to the question,bivariate,,,,,,,,,,,,,,11.48,Florida,3.0,colors are all mixed hard to pinpoint a state,7.192,Maine,3.0,colors are mixed hard to pinpoint a state,,,,,1.0,,,,,,,,,,,,,,
fde5b94747a896f4eb28ea2f5a07b8ec8738a3dc0ece345c1f06d62ccc95af61,g,univariate,It was easier to point out and tell the answers to the questions,bivariate,,,,,,,,,,,,,,21.809,New Mexico,4.0,The colors weren't as widely covering the map as the previous questions,23.189,Nebraska,2.0,It was easier to tell which state had the highest and lowest rates,,,,,0.0,,,,,,,,,,,,,,
21205c612000ecb335d6c925d3e0cda1e512efce1220c69a8eb262d058909863,b,univariate,I like that it is easier to compare both by separating them.,univariate,7.299,Washington,1.0,I'm not sure that I chose the right one.,,,,,,,,,,,,,,,,,,,,,,,22.202,Nevada,3.0,It was sort of easy because you just checked which areas had the most light colors,0.0,,,,,,,,,
21acdad3250a9052ac82e582fadadefdf39869cb9dac027cebab9350a935c594,b,bivariate,its smoother,univariate,1.121,Wyoming,3.0,its easy,,,,,,,,,,,,,,,,,,,,,,,5.048,Nebraska,3.0,its cool,0.0,,,,,,,,,
312d8d54d9f0485ad22a087cfb21e3f416b0a109f7e84a5a182e64f13b157bc2,b,univariate,Two maps makes it a bit easier to find everything.,univariate,5.637,Arizona,3.0,"I was a little too quick on that one, I'm not sure about it. Sometimes I mess up when something needs to be done fast as possible.",,,,,,,,,,,,,,,,,,,,,,,11.187,Wyoming,3.0,"It was pretty easy reading the graphs to see what each color meant, then finding it on the map was easy once I got used to it.",1.0,,,,,,,,,
393790d85c206499b1a204a9fd41f1ad21c03375a5a02a6a37164a65aaa6f782,b,bivariate,easier to visualize,univariate,16.095,Washington,3.0,a few choices there,,,,,,,,,,,,,,,,,,,,,,,6.902,Nebraska,4.0,I may have been wrong,0.0,,,,,,,,,
3ecce94ad62338f48b2fcc1c487133608c770332b15bcd4730047088dad1c8ad,b,univariate,Clearer,univariate,15.253,Wyoming,3.0,Not sure,,,,,,,,,,,,,,,,,,,,,,,20.72,Wyoming,5.0,Closed before my second click,1.0,,,,,,,,,
4795ba189ca6a2094415f8dce7f21c505a5c1921f98522c8ddd8e964c9b77a09,b,univariate,EASIER TO SEE,univariate,15.887,Arizona,1.0,NO COMMENT,,,,,,,,,,,,,,,,,,,,,,,4.352,Nevada,1.0,NO COMMENT,0.0,,,,,,,,,
4bd72b36afac60cf16fd7ce406fbf19eeaed086c77539b421b72760e16a2488e,b,univariate,I liked it,univariate,1.05,Kentucky,4.0,kinda hard,,,,,,,,,,,,,,,,,,,,,,,5.265,New Hampshire,3.0,not bad,0.0,,,,,,,,,
4d9dad0059036152e73bab3ea81851899a8d8cb6489f10300b6b9ecb3da728da,b,univariate,shows more,univariate,3.057,Wyoming,1.0,colors were stronger,,,,,,,,,,,,,,,,,,,,,,,4.288,Nebraska,3.0,did not seem to work,0.0,,,,,,,,,
4f03715bad5a37e6957b429f4b97da51af21a865a55cd333d19e0243f3c641f2,b,univariate,It has a easier quality.,univariate,13.663,Washington,1.0,It was very easy.,,,,,,,,,,,,,,,,,,,,,,,12.232,Virginia,2.0,It was very easy but a little bit of trouble understanding.,0.0,,,,,,,,,
5334e695a4d970a410e23730f0006e4a41b3915ea7075ae70265c9fbb956e4be,b,univariate,It was easier to read,univariate,42.861,Wyoming,2.0,It took a little time to get the answer,,,,,,,,,,,,,,,,,,,,,,,38.786,West Virginia,2.0,it took a while to see both maps,1.0,,,,,,,,,
5428387b2af90302dbc9f57e74169301fd9a0848a533876b64f53b0df1b4afc3,b,univariate,no opinion,univariate,6.322,New York,3.0,no opinion,,,,,,,,,,,,,,,,,,,,,,,8.906,New Mexico,3.0,no opinion,0.0,,,,,,,,,
56114b7c275b9cfb8cfc29765addbb1d31afd26c41493309f8f3edccf8bc6ea4,b,univariate,It’s easier to read,univariate,58.534,Florida,2.0,2,,,,,,,,,,,,,,,,,,,,,,,14.45,Georgia,1.0,1 - not difficult at all,1.0,,,,,,,,,
566d0ab9a2f2c5a2d674806914166c5369abb5b7a5ee5fb65863eb7db0787eeb,b,bivariate,It is easier to analyze date on one picture,univariate,23.5,Tennessee,3.0,Not sure if answer is correct,,,,,,,,,,,,,,,,,,,,,,,20.494,Wyoming,3.0,Was not as easy to match both maps,1.0,,,,,,,,,
5c88f9ecc65bcfae540eb8c31c2183f43069dad216e10b3eb7a2cecfb6d89f08,b,bivariate,"When there are 2 or more questions, you can answer quicker.",univariate,11.278,Kentucky,1.0,Easy to answer,,,,,,,,,,,,,,,,,,,,,,,7.341,Nebraska,1.0,Easy to answer,0.0,,,,,,,,,
5d89e293b0d860a3c04266a3d8aafb21aafc8be5ae86a64877b2198de79df856,b,bivariate,easy to see the states with darker colors,univariate,39.871,Utah,2.0,was pretty easy to find it,,,,,,,,,,,,,,,,,,,,,,,33.732,Georgia,1.0,was easy to find,1.0,,,,,,,,,
6658ab30a35390a0d38cc82f530156391521b6b724a438ab55627e4b91056bfd,b,bivariate,It's easier to only focus on one,univariate,5.518,Washington,2.0,I chose the corresponding color,,,,,,,,,,,,,,,,,,,,,,,18.24,South Dakota,3.0,it was in the middle,0.0,,,,,,,,,
66d00bdad854e80ea5f0b28839477515a1b9e6cb281cbfa87f0f0086b42cd40b,b,bivariate,ONE IS EASER THAT TWO BUT BOTH ARE GOOD,univariate,10.74,Tennessee,1.0,ITS THERE IN RED,,,,,,,,,,,,,,,,,,,,,,,13.919,Nebraska,2.0,ITS WHAT IT WAS,0.0,,,,,,,,,
7516618e9f0d3dc5cf4ac5bed1415b4c13ff5e050af6ca02f915d2277d596a6d,b,univariate,"easier to see 
",univariate,7.88,Wyoming,4.0,"unsure 
",,,,,,,,,,,,,,,,,,,,,,,11.595,New Mexico,3.0,"not sure 
",0.0,,,,,,,,,
76d1e4b797cd71c16cc103164cef11bb22d3d9ed8b5bda96bb67da2816677ed7,b,univariate,Data was parsed.,univariate,18.167,Wyoming,2.0,The map was only somewhat clear.,,,,,,,,,,,,,,,,,,,,,,,16.047,Tennessee,1.0,"the instructions were clear. 
",1.0,,,,,,,,,
7c2144c508f5fa8df6d1303fc801350251a1538dc32c33789b8c0957a2f2e1f2,b,bivariate,better,univariate,4.248,Tennessee,5.0,better,,,,,,,,,,,,,,,,,,,,,,,23.186,Nebraska,1.0,better,0.0,,,,,,,,,
7e2f34ce92cb15463e818637e9e97860de3fb793599f6dd10e71bd42fe0c0ee5,b,univariate,seemed to be the easiest to discern,univariate,24.075,Washington,2.0,Seemed like the obvious thing to do,,,,,,,,,,,,,,,,,,,,,,,5.853,Nebraska,1.0,Clicked according to the scale on the map,0.0,,,,,,,,,
8559582a10e91ac24ad92b74d891f6fe9b8bc818b1f7b9cf69fa92ad5b4c513c,b,bivariate,it was easier to cross reference,univariate,10.84,Washington,1.0,it had a coordinated grid,,,,,,,,,,,,,,,,,,,,,,,35.894,Florida,3.0,counties are shown very small on the map,0.0,,,,,,,,,
85a109fa3dbb14efd8a80cd43acd3517138d616051a1ed887cad672603c9b618,b,univariate,No real preference. i like the one map but the two are easier to find out based on one criteria.,univariate,6.433,Washington,3.0,Had to determine what color had high and high.,,,,,,,,,,,,,,,,,,,,,,,10.851,California,2.0,Somewhat difficult because you need to compare the two maps,0.0,,,,,,,,,
927d4191408e6a1668b28328c568a45315e43e991375d0a5d15a0c67d83d1f14,b,univariate,Easier for me to read because maps I can't read too well,univariate,9.259,Wyoming,3.0,I think that's what I saw,,,,,,,,,,,,,,,,,,,,,,,10.003,Georgia,2.0,I'm not a sports person and a bad map reader,1.0,,,,,,,,,
9cc19a67ea172191f159a7157fa336025bff93e2b29591e3e7c5a21db14ed5ca,b,univariate,I like it,univariate,1.576,Nebraska,1.0,It's easy,,,,,,,,,,,,,,,,,,,,,,,3.647,Nebraska,1.0,It's easy,0.0,,,,,,,,,
c3ee409b1f493e57ee94b7668aa52f04eb6b985fae4cc5a793f420c008bcd9fb,b,bivariate,best have,univariate,2.426,Iowa,4.0,bben hasty,,,,,,,,,,,,,,,,,,,,,,,1.487,Nevada,3.0,time ok,0.0,,,,,,,,,
dbaa27dca2037d8ae53919579eca4955d985f6ebf5ceaf1d2a15fef11247e69a,b,bivariate,It's easier to read,univariate,9.141,Tennessee,1.0,it was a clear picture,,,,,,,,,,,,,,,,,,,,,,,4.566,Georgia,1.0,Because it was a clear picture of both maps,1.0,,,,,,,,,
e2c8dd7fa58d8d046c754aee2e4f04e2c1197d66cbc9abfa73d36c520b6d5359,b,bivariate,you can see it all at once instead of comparing the 2 pictures.,univariate,11.56,Kentucky,3.0,still a little hard to tell with the blend of colors,,,,,,,,,,,,,,,,,,,,,,,14.576,Florida,3.0,it was little hard to measure the depth of color for each that's similar.,0.0,,,,,,,,,
e333d5b5c1823376284a4967da9ff98f0b889d4c97f778fd63b6531e5c23e757,b,bivariate,one map,univariate,7.2,Nebraska,2.0,2,,,,,,,,,,,,,,,,,,,,,,,18.382,Wyoming,3.0,3,1.0,,,,,,,,,
e80397a6f94ce24fa7885a1bf4084e7f48e96112c42208e46a1457cbcac666b4,b,bivariate,simple,univariate,9.476,Kentucky,1.0,trhbhtrh r,,,,,,,,,,,,,,,,,,,,,,,12.72,Virginia,1.0,simple,0.0,,,,,,,,,
eeecccd58293964d4a0ce78e50896f275c7f764cb226ae4a93132a7b8999468d,b,bivariate,You only have to look at one map.,univariate,12.897,Oregon,3.0,The graph was a little harder to read.,,,,,,,,,,,,,,,,,,,,,,,10.966,Georgia,2.0,It was fairly easy to identify based on the scale given.,1.0,,,,,,,,,
f05e31f40a9158626b583c474b87ceb6bdf371687f519e08abce2d06a2380589,b,bivariate,"It was a little harder to read with the size, but easier than comparing the two.",univariate,5.222,Washington,4.0,"Again,. Map. Small.",,,,,,,,,,,,,,,,,,,,,,,12.656,Wyoming,4.0,It is harder to compare the maps when they are set up like this. Also they are still quite small.,1.0,,,,,,,,,
f1da490654cf1767f5311de395e9a9cb6de432eed13fb6f3bd00faec3bed4178,b,bivariate,easy to see it combined,univariate,13.836,Utah,1.0,easy to read chart,,,,,,,,,,,,,,,,,,,,,,,6.472,Nebraska,3.0,not easy but not difficult either,0.0,,,,,,,,,
f713bfd29db30b0f352520f82631bf7a9cf820a030b79eda7119375e9dd29e27,b,univariate,Easier to check,univariate,9.354,Washington,2.0,Fairly easy,,,,,,,,,,,,,,,,,,,,,,,17.107,Oklahoma,3.0,Clicked on section but nothing happened,0.0,,,,,,,,,
fc65ae44d637360854ead03cfcc87f609f180f7ef7dd9cfe7ede212455f8e105,b,univariate,Easier to find the answer for what was being asked,univariate,6.993,Oregon,1.0,They were easy to understand,,,,,,,,,,,,,,,,,,,,,,,5.287,Nevada,1.0,Easy to understand,0.0,,,,,,,,,
0c29a963835a1dcc5f8e9897173926856a751e242e52c8070fb6519189d938e4,a,univariate,Less confusing.,univariate,,,,,,,,,,,,,,28.057,Nebraska,1.0,Easy to spot.,,,,,,,,,,,,,,,270.425,Nebraska,1.0,It was very easy to spot.,1.0,,,,
0e3178c2c17551f0a81141b3aa81abf27d845ef7b2ee01f86a332aec189c37c8,a,univariate,easier,univariate,,,,,,,,,,,,,,3.271,Nebraska,1.0,nice,,,,,,,,,,,,,,,2.096,Nebraska,1.0,it be like that,1.0,,,,
11a94041c1103b08949aa08911cf14bd2d989e15490cbb1dc7d53d54455d8449,a,univariate,It helped me to see the information better,univariate,,,,,,,,,,,,,,6.964,Florida,3.0,It was a little harder to see,,,,,,,,,,,,,,,5.667,Nebraska,2.0,It was pretty easy to see,1.0,,,,
15ae248f2597ca40a8889e04788b76876ffa720056802f8a181a43decb66fd00,a,univariate,A bit more intuitive,univariate,,,,,,,,,,,,,,37.487,Tennessee,4.0,A bit complicated figuring out the shading scheme,,,,,,,,,,,,,,,6.839,Nebraska,3.0,A bit more difficult but not too bad,1.0,,,,
184643f8ddc890e6163617b81862605d8f573cf3085270c33887905f20950a28,a,univariate,It's easier to look at 2 different colors rather than a mixture of a BUNCH of different colors.,univariate,,,,,,,,,,,,,,12.57,Nebraska,1.0,It's not hard to see the two different colors and pick them from a map.,,,,,,,,,,,,,,,18.381,Nebraska,1.0,It's not hard to see the color differences.,1.0,,,,
1b4098d22968ccd55b702f8f92a9461cf3bd2b6373ef3efd2d0b77e240633af1,a,univariate,easier to navigate,univariate,,,,,,,,,,,,,,6.933,Oregon,3.0,its what i thought,,,,,,,,,,,,,,,1.97,Nebraska,1.0,not difficult,1.0,,,,
1fef27a5bf68a4bec2379ddb89bdf10a18eacf14175e88639a3a083f9368dfcb,a,bivariate,Easier to look at 1 than 2,univariate,,,,,,,,,,,,,,5.063,Tennessee,1.0,It has the most color of the darkest shade,,,,,,,,,,,,,,,4.404,Georgia,1.0,Look for the states that are the less colored in,0.0,,,,
215857785d19fc0839796b8bbc095d14c17dc12e95fd72097fdd434eb4fbe0e9,a,univariate,Two maps make it clear and precise.,univariate,,,,,,,,,,,,,,12.633,Utah,2.0,Easy to find.,,,,,,,,,,,,,,,14.833,Nebraska,2.0,Pretty easy to figure out.,1.0,,,,
3948725e9097e744ff60eb98e117edef5429a642c28eb873ade110f38977be5b,a,univariate,easier to separate/identify,univariate,,,,,,,,,,,,,,14.714,Tennessee,3.0,somewhat hard to tell what low basketball games were,,,,,,,,,,,,,,,7.353,Nebraska,2.0,somewhat easy to pick out,1.0,,,,
4b0ca24816f470b58c57394e96542afcbd3a02fd918c011f7f80ad9c8fa8af69,a,univariate,"when different colors overlap, it's hard to differentiate",univariate,,,,,,,,,,,,,,66.756,Missouri,5.0,It was not obvious,,,,,,,,,,,,,,,11.467,Nebraska,3.0,it was relatively easy,1.0,,,,
4e565ae5288765d7cb1e6b1da4082e205aca18078aa112cb5931f38e8f8ec1b7,a,univariate,easier to differentiate,univariate,,,,,,,,,,,,,,10.874,Nevada,1.0,easy to see the colors and read the legend,,,,,,,,,,,,,,,13.284,Nebraska,2.0,Texas was the lowest rating but it didn't allow me to click it,1.0,,,,
5831b4996ef81fbf5aacee12e30091b398422e485f54f82005eab05d83b6580a,a,univariate,its more easy to read,univariate,,,,,,,,,,,,,,53.956,Maine,1.0,easy,,,,,,,,,,,,,,,9.617,Georgia,2.0,not difficult at all,0.0,,,,
5c4d76b87406f7ed24801deb3530abf05dfed552525034f4f40c2465ccff9e06,a,univariate,less cluster,univariate,,,,,,,,,,,,,,31.229,Arizona,3.0,cluttered,,,,,,,,,,,,,,,8.546,Georgia,1.0,easy,0.0,,,,
5cd0305944fc0505d09d14d8cf0b4f1fdf5af756f7ed3f420efe15bfde4584a1,a,bivariate,na,univariate,,,,,,,,,,,,,,9.155,Washington,2.0,na,,,,,,,,,,,,,,,6.684,New Mexico,1.0,na,0.0,,,,
66793a9e080e1376b069b9f1c6b2c1bd89d9e2187562d4c8d8177750b7a6df45,a,bivariate,unsure. probably habit.,univariate,,,,,,,,,,,,,,7.669,Nebraska,4.0,difficult to click,,,,,,,,,,,,,,,21.373,Nebraska,4.0,mouse didnt want to click,1.0,,,,
812892d24665c3def1e274a7c409ef1e240692a8f2065ceeffaf71d69007dc6e,a,univariate,Colors were clearer,univariate,,,,,,,,,,,,,,20.88,New York,3.0,Trying to follow colors guide,,,,,,,,,,,,,,,3.846,Maine,4.0,They were guesses,0.0,,,,
8c9f8b817f0a0bed310886f90317435f7d93c81d2f638c68e304e0f51a9f43ce,a,univariate,It is easier for me to process one at a time,univariate,,,,,,,,,,,,,,16.808,Nevada,4.0,too small and a real eye sore,,,,,,,,,,,,,,,32.145,Wisconsin,3.0,It is a bit of an eye sore because of the white color,0.0,,,,
96de6b93b7037486167374b7da04e326889d4be58ff4515866ffe66b694367a7,a,univariate,easier to decifer,univariate,,,,,,,,,,,,,,20.495,Nebraska,1.0,STate was mostly blank,,,,,,,,,,,,,,,9.152,Nebraska,1.0,STATE WAS BLANK,1.0,,,,
993fdbd892e2001e539d2e2c7931edc3e84d05eafb1f323d7e76312a972d1fc5,a,univariate,The other is gard to read,univariate,,,,,,,,,,,,,,6.493,Wyoming,2.0,I think yoj need a population or something of more detail,,,,,,,,,,,,,,,17.374,Georgia,2.0,Because it was easy,0.0,,,,
