ip_hash,user_agent,group,platform,age,gender,education,map_comfort,colorblind,robot_duration,robot_state,map1_q1_duration,map1_q1_state,map1_q1_date,map1_q2_duration,map1_q2_state,map1_q2_date,map1_difficulty,map1_difficulty_explain,map2_q1_duration,map2_q1_state,map2_q1_date,map2_q2_duration,map2_q2_state,map2_q2_date,map2_difficulty,map2_difficulty_explain,map_pref,map_pref_explain,prime_panel_participant
85d804074c281e489dbd47ca325dcb307078511b75177d5da5dc3fd097fd678d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,54,male,high_school,5,no,7138,West Virginia,6189,Wyoming,Tue Aug 30 2022 15:42:29 GMT-0400 (Eastern Daylight Time),6741,Maine,Tue Aug 30 2022 15:43:09 GMT-0400 (Eastern Daylight Time),1,5 STARS,17570,Wyoming,Tue Aug 30 2022 15:43:44 GMT-0400 (Eastern Daylight Time),7749,Florida,Tue Aug 30 2022 15:43:53 GMT-0400 (Eastern Daylight Time),1,5 STARS,univariate,MORE DEFINED,630e6785-57fc-29a5-621c-94109a46e036
8729ca4f54fa1779c9e3542cd165276ae8e8c4dc8b8fc43c34c26333da15aaf6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36",g,desktop,54,male,high_school,5,no,5412,West Virginia,11688,Tennessee,Tue Aug 30 2022 13:19:39 GMT-0400 (Eastern Daylight Time),2815,Tennessee,Tue Aug 30 2022 13:19:45 GMT-0400 (Eastern Daylight Time),1,it was easy,8843,Florida,Tue Aug 30 2022 13:20:03 GMT-0400 (Eastern Daylight Time),15070,New Hampshire,Tue Aug 30 2022 13:20:58 GMT-0400 (Eastern Daylight Time),2,it was easy,bivariate,its easier on the eyes,630e4580-ae8c-2702-f876-d76a1fe1e558
8a01fae58e4e8abf9dcebc62100330c27f06ce7d66283ab94ad37e5b0e28976b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",g,desktop,74,male,some_college,4,no,47171,West Virginia,82148,Washington,Tue Aug 30 2022 12:17:41 GMT-0500 (Central Daylight Time),82838,Wyoming,Tue Aug 30 2022 12:19:23 GMT-0500 (Central Daylight Time),3,Clarity of question was lacking in the first question.,26019,Wyoming,Tue Aug 30 2022 12:20:50 GMT-0500 (Central Daylight Time),51707,Wyoming,Tue Aug 30 2022 12:21:53 GMT-0500 (Central Daylight Time),2,The correct answer could have been several different states.,univariate,"With the two part questions, it was simpler to indicate which states applied most with two maps.",630e442a-3d7b-efb0-33ac-8593dbbe20d3
8a4a21fa8367134b2d9400b503d6100162af0cc67b14ebb31cbc184a3b38e73e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",c,desktop,29,female,college,4,no,9051,West Virginia,6962,Oregon,Tue Aug 30 2022 17:28:57 GMT-0400 (Eastern Daylight Time),9573,Wyoming,Tue Aug 30 2022 17:29:21 GMT-0400 (Eastern Daylight Time),1,It had high basketball watching and low youth rates,7423,Wyoming,Tue Aug 30 2022 17:30:10 GMT-0400 (Eastern Daylight Time),38973,Colorado,Tue Aug 30 2022 17:30:54 GMT-0400 (Eastern Daylight Time),3,It was a little difficult to get both on this map,univariate,It was harder to see the information with it all on one map,630e808c-e8d5-4878-b541-a6e8c7fec9e9
8b1768f599033ca3df5279ac80e25331bc35e5ea548588d6beb3c4196b158ef2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",d,desktop,69,male,high_school,4,no,3309,West Virginia,14897,Tennessee,Mon Aug 29 2022 16:58:25 GMT-0400 (EDT),11756,New York,Mon Aug 29 2022 16:58:44 GMT-0400 (EDT),1,New York was mostly green and is very heavy in population,33152,Alabama,Mon Aug 29 2022 17:00:15 GMT-0400 (EDT),37725,Kentucky,Mon Aug 29 2022 17:00:55 GMT-0400 (EDT),4,Population,univariate,Easier to read,630d27cb-69b1-b915-20ca-ace183aec7a8
8b5aacfd6404ef5a7adfb21fe7be623b7bbf00f5096a00ed4bd71e3a8ecd13e0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,f,desktop,48,female,graduate,4,no,2780,West Virginia,9764,Nebraska,Tue Aug 30 2022 15:53:35 GMT-0400 (Eastern Daylight Time),17710,Maine,Tue Aug 30 2022 15:54:17 GMT-0400 (Eastern Daylight Time),5,Lots of those colors on the map.,14650,Tennessee,Tue Aug 30 2022 15:54:53 GMT-0400 (Eastern Daylight Time),8127,Maine,Tue Aug 30 2022 15:55:09 GMT-0400 (Eastern Daylight Time),4,It was.,bivariate,It is easier with one map,630e6a06-b9c8-a1a6-0481-95a5c09d0d0b
8be2f42bf4c0c4259ad2ba9aa73648e542e41389fb72bcb4aec35740fc485764,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",e,desktop,35,female,college,3,no,8071,West Virginia,11202,New York,Tue Aug 30 2022 14:44:58 GMT-0500 (Central Daylight Time),5874,New York,Tue Aug 30 2022 14:45:06 GMT-0500 (Central Daylight Time),3,It was not easy to read,6860,Florida,Tue Aug 30 2022 14:45:33 GMT-0500 (Central Daylight Time),1193,Tennessee,Tue Aug 30 2022 14:45:37 GMT-0500 (Central Daylight Time),3,It was not easy,bivariate,Its easier to understand,630e67fb-830c-b336-3f89-6f2f9593d586
8c9f8b817f0a0bed310886f90317435f7d93c81d2f638c68e304e0f51a9f43ce,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,60,male,graduate,4,no,1616,West Virginia,10608,Nebraska,Tue Aug 30 2022 15:43:56 GMT-0400 (Eastern Daylight Time),32145,Wisconsin,Tue Aug 30 2022 15:44:35 GMT-0400 (Eastern Daylight Time),3,It is a bit of an eye sore because of the white color,7928,Wyoming,Tue Aug 30 2022 15:45:05 GMT-0400 (Eastern Daylight Time),16808,Nevada,Tue Aug 30 2022 15:45:26 GMT-0400 (Eastern Daylight Time),4,too small and a real eye sore,univariate,It is easier for me to process one at a time,630e6817-36a2-57b1-b32a-52123bcfe461
8e8453f06c52cee0fce79eb62d2f2f6bd4e1a70ceb8a0b8e5e47e344d7958169,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",d,desktop,48,female,some_college,3,yes,4631,West Virginia,18704,Arizona,Tue Aug 30 2022 12:10:00 GMT-0500 (Central Daylight Time),17141,Wyoming,Tue Aug 30 2022 12:10:25 GMT-0500 (Central Daylight Time),2,i could see the darker to the lighter,16742,Washington,Tue Aug 30 2022 12:11:17 GMT-0500 (Central Daylight Time),12412,New Mexico,Tue Aug 30 2022 12:11:51 GMT-0500 (Central Daylight Time),2,it was thicker,bivariate,better to see,630e431e-d218-dc07-c2d3-1248df9644c0
8ec9c2bf2ef895eee1ec840ea04d5ab557d8dd94d36f967262a3d26747454f54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",f,desktop,68,male,college,1,yes,2056,West Virginia,17338,Utah,Tue Aug 30 2022 15:42:44 GMT-0400 (Eastern Daylight Time),15288,Wyoming,Tue Aug 30 2022 15:43:06 GMT-0400 (Eastern Daylight Time),3,I am colored blind it is difficult for me,7338,Wyoming,Tue Aug 30 2022 15:43:35 GMT-0400 (Eastern Daylight Time),25545,Wyoming,Tue Aug 30 2022 15:44:06 GMT-0400 (Eastern Daylight Time),4,colors,bivariate,condensed,630e669b-88ec-f019-dc8a-09a0d806a3bc
8f4fcce6b5e8a88d0125f24fee060f5777e6625c34864df90a71eae565ecd5e4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",f,desktop,35,female,college,5,no,7064,West Virginia,16584,Nebraska,Tue Aug 30 2022 13:44:45 GMT-0500 (Central Daylight Time),21615,Nebraska,Tue Aug 30 2022 13:45:10 GMT-0500 (Central Daylight Time),1,I can see all of the colored areas on this map.,10044,California,Tue Aug 30 2022 13:46:01 GMT-0500 (Central Daylight Time),15827,California,Tue Aug 30 2022 13:46:26 GMT-0500 (Central Daylight Time),1,It was easy for me to find the colored areas on the map.,bivariate,I only need one map to find what I am looking for.,630e59e2-6b3b-8359-aa12-ebd7c7579de6
9063b7545fe81b33a21cf8afd255299329ff94648990a1f88e240e366b6991e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",c,desktop,50,female,high_school,4,no,8898,West Virginia,14378,Wyoming,Tue Aug 30 2022 15:48:06 GMT-0400 (Eastern Daylight Time),11662,Georgia,Tue Aug 30 2022 15:48:20 GMT-0400 (Eastern Daylight Time),1,the color,9643,Wyoming,Tue Aug 30 2022 15:48:45 GMT-0400 (Eastern Daylight Time),2020,Wyoming,Tue Aug 30 2022 15:48:49 GMT-0400 (Eastern Daylight Time),1,the colors,bivariate,its better to see,630e68cb-6898-a9ec-b33c-7e9b08c11950
927d4191408e6a1668b28328c568a45315e43e991375d0a5d15a0c67d83d1f14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",b,desktop,70,female,college,1,no,2868,West Virginia,11674,Nebraska,Tue Aug 30 2022 17:23:15 GMT-0400 (EDT),10003,Georgia,Tue Aug 30 2022 17:23:39 GMT-0400 (EDT),2,I'm not a sports person and a bad map reader,16806,Wyoming,Tue Aug 30 2022 17:24:52 GMT-0400 (EDT),9259,Wyoming,Tue Aug 30 2022 17:25:14 GMT-0400 (EDT),3,I think that's what I saw,univariate,Easier for me to read because maps I can't read too well,630e7ebe-a543-0671-ef96-dd22d85c32ed
931b403022da3283a63f131f641d532f4c05f42efbf2978a71f7fd9cd7ea3392,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,d,desktop,59,male,graduate,5,no,3180,West Virginia,15635,Tennessee,Tue Aug 30 2022 15:43:14 GMT-0400 (Eastern Daylight Time),34508,Florida,Tue Aug 30 2022 15:43:53 GMT-0400 (Eastern Daylight Time),4,it just was,32097,Wyoming,Tue Aug 30 2022 15:44:43 GMT-0400 (Eastern Daylight Time),9569,Wyoming,Tue Aug 30 2022 15:44:55 GMT-0400 (Eastern Daylight Time),3,inset difficult to decifer,bivariate,no back & forth,630e67ad-f487-2426-601c-3beae0ed8055
93c6b5239f2dabff702a4183923be3903c200515e28510bd0572fc4d54dee2aa,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",h,desktop,38,male,some_college,4,no,2150,West Virginia,3478,Wyoming,Tue Aug 30 2022 12:30:41 GMT-0500 (Central Daylight Time),10515,Washington,Tue Aug 30 2022 12:30:54 GMT-0500 (Central Daylight Time),1,It was easy,6684,Tennessee,Tue Aug 30 2022 12:31:13 GMT-0500 (Central Daylight Time),8885,Oregon,Tue Aug 30 2022 12:31:26 GMT-0500 (Central Daylight Time),1,"Easy 
",univariate,It was easier to compre,630e48c8-e07d-6b98-5828-a1a97950d36f
93e7f6fc05be600fc0edf209a0d46769abf34be66e7ebb847833fa6c7d6d9b87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",e,desktop,91,female,college,4,no,16794,West Virginia,14044,Florida,Tue Aug 30 2022 13:38:42 GMT-0400 (EDT),6274,Florida,Tue Aug 30 2022 13:38:57 GMT-0400 (EDT),3,Florida stood out on the map,10506,Wyoming,Tue Aug 30 2022 13:39:57 GMT-0400 (EDT),3865,Wyoming,Tue Aug 30 2022 13:40:09 GMT-0400 (EDT),3,Because of the color shade,univariate,Two maps makes it easier to read,630e4a71-5514-c447-8a89-00101e8efa08
944f8d3788da0a0a4f7852cbb7efb05f071e7ba871301d0437244c977f18d168,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",e,desktop,29,female,high_school,3,no,2252,West Virginia,7059,Utah,Tue Aug 30 2022 13:22:56 GMT-0400 (Eastern Daylight Time),3653,Nebraska,Tue Aug 30 2022 13:23:06 GMT-0400 (Eastern Daylight Time),1,it was easy to find the right colors,7107,Wyoming,Tue Aug 30 2022 13:23:35 GMT-0400 (Eastern Daylight Time),4368,Utah,Tue Aug 30 2022 13:23:43 GMT-0400 (Eastern Daylight Time),1,easy to identify,bivariate,it shows everything on one,630e467a-ba98-14f6-7dc1-abea8b41374a
945d5ea8fca0579591eb68ef7e62a1e33577a6cc0926cef125a3c8c345a50698,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,c,desktop,40,male,some_college,4,no,32960,West Virginia,11780,Maine,Mon Aug 29 2022 16:56:48 GMT-0400 (Eastern Daylight Time),8880,Maine,Mon Aug 29 2022 16:56:59 GMT-0400 (Eastern Daylight Time),4,I like it all very much thank you very much,4188,Florida,Mon Aug 29 2022 16:57:08 GMT-0400 (Eastern Daylight Time),44000,Florida,Mon Aug 29 2022 16:57:54 GMT-0400 (Eastern Daylight Time),4,I like it all very much thank you very much,univariate,I like it all very much thank you very much,630d2745-b83c-72a8-ca98-f532b435e209
9580539283f0edebeaa19787737c2e0524215103b6d3dea3459a4573be2986c7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",e,desktop,54,female,high_school,3,no,3473,West Virginia,10998,Maine,Tue Aug 30 2022 14:37:42 GMT-0500 (Central Daylight Time),8862,Nebraska,Tue Aug 30 2022 14:37:57 GMT-0500 (Central Daylight Time),2,Easy to find the color,5377,Wyoming,Tue Aug 30 2022 14:38:34 GMT-0500 (Central Daylight Time),5408,Maine,Tue Aug 30 2022 14:38:48 GMT-0500 (Central Daylight Time),3,I did it wrong.,univariate,Not as crowded.,630e667c-b9df-51a2-2d1f-21d2bd842052
95f85b6f1ae15f0ff397e409c7c5dca795a63d09ebf10504f906607e48779a4c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",e,desktop,58,male,high_school,5,no,2448,West Virginia,9002,Arizona,Mon Aug 29 2022 14:02:46 GMT-0800 (GMT-08:00),4339,New Mexico,Mon Aug 29 2022 14:02:52 GMT-0800 (GMT-08:00),5,it looked like map of vomit . hard to make anything out.,12738,Wyoming,Mon Aug 29 2022 14:03:37 GMT-0800 (GMT-08:00),9426,Colorado,Mon Aug 29 2022 14:03:48 GMT-0800 (GMT-08:00),1,single color maps make it easy to pick.,univariate,"like i said the one map looks like a map of vomit. 
it lo0ks cluttered . messy .",630d28b2-a5b0-b954-acfc-8b7ff337010e
96ba82dd4d1b581a64d2b6bd094834450a5964c8417ea201e204dae24cf4c475,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:78.0) Gecko/20100101 Firefox/78.0,f,desktop,28,female,college,4,no,4768,West Virginia,14889,Nebraska,Tue Aug 30 2022 15:41:52 GMT-0500 (Central Daylight Time),16625,Connecticut,Tue Aug 30 2022 15:42:13 GMT-0500 (Central Daylight Time),1,bc it's straightforward,9753,Tennessee,Tue Aug 30 2022 15:42:43 GMT-0500 (Central Daylight Time),61329,South Carolina,Tue Aug 30 2022 15:43:50 GMT-0500 (Central Daylight Time),3,the data were on 2 separate maps & images v small,bivariate,it's much more clear obv,630e758e-f91a-e581-46ca-3b15671175f0
96bccd68441f65ea2b3f38955876664f9bd112a8595167a1d355f288a5b200a9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",c,desktop,20,female,some_college,2,no,13308,West Virginia,10163,North Carolina,Tue Aug 30 2022 13:10:56 GMT-0500 (CDT),14614,Maine,Tue Aug 30 2022 13:11:16 GMT-0500 (CDT),3,Eh,30003,Washington,Tue Aug 30 2022 13:12:05 GMT-0500 (CDT),37940,Wyoming,Tue Aug 30 2022 13:12:48 GMT-0500 (CDT),2,Easy,univariate,Easier to read,630e5245-df8d-5b8f-9922-828a33e9ef5b
96de6b93b7037486167374b7da04e326889d4be58ff4515866ffe66b694367a7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,73,male,college,5,no,4685,West Virginia,14556,Nebraska,Tue Aug 30 2022 12:49:06 GMT-0700 (Mountain Standard Time),9152,Nebraska,Tue Aug 30 2022 12:49:23 GMT-0700 (Mountain Standard Time),1,STATE WAS BLANK,17464,Nebraska,Tue Aug 30 2022 12:50:06 GMT-0700 (Mountain Standard Time),20495,Nebraska,Tue Aug 30 2022 12:50:31 GMT-0700 (Mountain Standard Time),1,STate was mostly blank,univariate,easier to decifer,630e68f8-5b7f-6ab9-0fa5-5c7cd61fb2f8
9760011eef0fd135885d53cb62be151c33ccb63b9418fb1a6852b843bb4d6b0c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",g,desktop,70,male,some_college,3,no,12800,West Virginia,67106,Wyoming,Tue Aug 30 2022 15:54:05 GMT-0400 (Eastern Daylight Time),24246,West Virginia,Tue Aug 30 2022 15:54:38 GMT-0400 (Eastern Daylight Time),1,Easy to see intersection of the two variables.,37190,Tennessee,Tue Aug 30 2022 15:55:56 GMT-0400 (Eastern Daylight Time),58850,New Jersey,Tue Aug 30 2022 15:57:06 GMT-0400 (Eastern Daylight Time),2,Some difficulty with the two variables on separate maps,bivariate,Easier to compare variables on one map.,630e6764-cab0-142b-0602-9a2f54905789
993fdbd892e2001e539d2e2c7931edc3e84d05eafb1f323d7e76312a972d1fc5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,34,female,high_school,4,no,10561,West Virginia,25711,Connecticut,Tue Aug 30 2022 12:12:46 GMT-0500 (Central Daylight Time),17374,Georgia,Tue Aug 30 2022 12:13:07 GMT-0500 (Central Daylight Time),2,Because it was easy,8366,Maine,Tue Aug 30 2022 12:13:33 GMT-0500 (Central Daylight Time),6493,Wyoming,Tue Aug 30 2022 12:13:41 GMT-0500 (Central Daylight Time),2,I think yoj need a population or something of more detail,univariate,The other is gard to read,630e445b-5351-ba20-b9b7-84a73dddfc29
9aae2ba7a3f50e3f92f078f03e70b6f41698ce47a9b032413c141c6f5eaeaa85,"Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36",f,desktop,61,female,high_school,3,no,11475,West Virginia,15620,Nebraska,Tue Aug 30 2022 13:31:49 GMT-0400 (Eastern Daylight Time),8233,Utah,Tue Aug 30 2022 13:32:06 GMT-0400 (Eastern Daylight Time),1,just had to look,11534,Oregon,Tue Aug 30 2022 13:32:46 GMT-0400 (Eastern Daylight Time),9114,Arizona,Tue Aug 30 2022 13:33:01 GMT-0400 (Eastern Daylight Time),1,it was easy to do,univariate,because it explains it more,630e48a7-a0cb-728a-1bce-3b1ccc3860c7
9cc19a67ea172191f159a7157fa336025bff93e2b29591e3e7c5a21db14ed5ca,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",b,desktop,40,female,graduate,5,no,4580,West Virginia,7596,Missouri,Tue Aug 30 2022 13:51:52 GMT-0500 (Central Daylight Time),3647,Nebraska,Tue Aug 30 2022 13:51:59 GMT-0500 (Central Daylight Time),1,It's easy,2042,Tennessee,Tue Aug 30 2022 13:52:13 GMT-0500 (Central Daylight Time),1576,Nebraska,Tue Aug 30 2022 13:52:18 GMT-0500 (Central Daylight Time),1,It's easy,univariate,I like it,630e5be1-2c98-147d-c605-63442b61b819
9efb7269dd819afae52432d121f3886762c6bad310ef83f28d7531a1661b754e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,47,female,college,4,no,10967,West Virginia,9281,Tennessee,Tue Aug 30 2022 13:29:57 GMT-0400 (Eastern Daylight Time),5229,Kentucky,Tue Aug 30 2022 13:30:04 GMT-0400 (Eastern Daylight Time),1,it is easy,9230,Wyoming,Tue Aug 30 2022 13:30:24 GMT-0400 (Eastern Daylight Time),3167,Wyoming,Tue Aug 30 2022 13:30:28 GMT-0400 (Eastern Daylight Time),1,it is easy,univariate,it is easy to see,630e4857-7a52-184c-9186-65cda0938135
9f83e2b5dc2d40dade0565f4506522b3b16979b43573c3ff12aecfc4d43340cf,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,a,desktop,25,female,graduate,5,no,2005,West Virginia,5136,Georgia,Tue Aug 30 2022 15:25:45 GMT-0400 (Eastern Daylight Time),6359,Nebraska,Tue Aug 30 2022 15:25:57 GMT-0400 (Eastern Daylight Time),1,it was easy,8994,New Mexico,Tue Aug 30 2022 15:26:16 GMT-0400 (Eastern Daylight Time),7618,Nebraska,Tue Aug 30 2022 15:26:25 GMT-0400 (Eastern Daylight Time),3,it was kinda hard,univariate,its separated,630e63b1-a630-5b8a-520d-b01a68a47f56
a01801ae98c54f880de23cbbf4b51f76f0463379cb6ed8c115b117d768acadf8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,67,male,graduate,2,no,2602,West Virginia,4433,Virginia,Tue Aug 30 2022 10:17:30 GMT-0700 (GMT-07:00),4860,Connecticut,Tue Aug 30 2022 10:17:39 GMT-0700 (GMT-07:00),3,No state names,5732,California,Tue Aug 30 2022 10:18:07 GMT-0700 (GMT-07:00),4050,Maine,Tue Aug 30 2022 10:18:14 GMT-0700 (GMT-07:00),3,More colors,bivariate,Easier to see side mby side,630e44ef-405a-99fd-3510-365722bf7446
a161bf413da246925e0978cc848396715f32f17890c3169c192511f5e1802e23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,70,male,some_college,4,no,2013,West Virginia,7676,Tennessee,Tue Aug 30 2022 15:39:25 GMT-0400 (Eastern Daylight Time),2522,Tennessee,Tue Aug 30 2022 15:39:34 GMT-0400 (Eastern Daylight Time),3,it was a little harder,3044,Tennessee,Tue Aug 30 2022 15:40:16 GMT-0400 (Eastern Daylight Time),2370,Tennessee,Tue Aug 30 2022 15:40:20 GMT-0400 (Eastern Daylight Time),4,easy,bivariate,easier,630e66a0-a93e-a2fd-17c7-34a2e271bf50
a1f0a6bc4c9f0ea32c745fa777f1123fa046509c90a32960779d37eb07464152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",c,desktop,33,female,high_school,3,no,1407,West Virginia,4649,Wyoming,Mon Aug 29 2022 16:55:25 GMT-0400 (Eastern Daylight Time),4744,Maine,Mon Aug 29 2022 16:55:36 GMT-0400 (Eastern Daylight Time),1,It's easy.,6215,Maine,Mon Aug 29 2022 16:56:02 GMT-0400 (Eastern Daylight Time),13087,Utah,Mon Aug 29 2022 16:56:28 GMT-0400 (Eastern Daylight Time),3,The key is kinda hard to read.,univariate,It's just easier for me.,630d2731-f8b6-1572-c90b-e6724c8341cf
a234c1f1b637126bbd9659cf336eae17d0f2de482458b17843ccdafee21c9e2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",g,desktop,33,male,college,3,no,2296,West Virginia,19571,Tennessee,Tue Aug 30 2022 15:44:46 GMT-0400 (Eastern Daylight Time),14423,Georgia,Tue Aug 30 2022 15:45:09 GMT-0400 (Eastern Daylight Time),3,Too many variables.,14439,Tennessee,Tue Aug 30 2022 15:45:41 GMT-0400 (Eastern Daylight Time),17877,New Mexico,Tue Aug 30 2022 15:46:02 GMT-0400 (Eastern Daylight Time),2,not too hard.,univariate,Easier to differentiate colors.,630e684c-03a8-2647-6437-20645a38b260
a2a34019c6c99b77e8baa398af41c3c13b8dfe33aa6ae8de8c2869804cee6828,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",e,desktop,69,female,high_school,3,no,2444,West Virginia,6438,Nebraska,Tue Aug 30 2022 11:08:54 GMT-0600 (Mountain Daylight Time),10079,Nebraska,Tue Aug 30 2022 11:09:12 GMT-0600 (Mountain Daylight Time),5,it was too confusing,16890,Wyoming,Tue Aug 30 2022 11:09:44 GMT-0600 (Mountain Daylight Time),4177,Maine,Tue Aug 30 2022 11:09:52 GMT-0600 (Mountain Daylight Time),3,too confusing,univariate,was less confusing,630e43b6-2ff1-35e3-9b0d-5dc63573915d
a4b47d9c88d719d584e07f213e773d5397e3112b5119de39e7c4e24c4e4b5c54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",h,desktop,35,female,college,4,no,5371,West Virginia,7267,Kentucky,Tue Aug 30 2022 13:02:59 GMT-0400 (Eastern Daylight Time),6565,Kentucky,Tue Aug 30 2022 13:03:08 GMT-0400 (Eastern Daylight Time),3,Picked the most dark colored state.,7076,Arizona,Tue Aug 30 2022 13:03:31 GMT-0400 (Eastern Daylight Time),5718,Tennessee,Tue Aug 30 2022 13:03:38 GMT-0400 (Eastern Daylight Time),4,Picked the darkest red state.,univariate,When overlapped it was harder to decide.,630e420e-5fd5-6a9b-c154-976471dcb1b2
a85b909328d37149ecf6011c958f56244abf9bd3eb5615d0d6ef045c1c9b82aa,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,f,desktop,76,male,graduate,5,no,2569,West Virginia,8816,Nebraska,Tue Aug 30 2022 13:54:18 GMT-0400 (Eastern Daylight Time),2625,Nebraska,Tue Aug 30 2022 13:54:23 GMT-0400 (Eastern Daylight Time),1,it was very easy,15243,Kentucky,Tue Aug 30 2022 13:54:58 GMT-0400 (Eastern Daylight Time),4067,Tennessee,Tue Aug 30 2022 13:55:04 GMT-0400 (Eastern Daylight Time),1,it was very easy,univariate,like green and purple,630e4e3f-4920-eeaf-5274-b5f5ff3bc489
